id,keywords,date,nbComments,nbView,nbStars,nbVotes,source
23875,Communautés;France;François Hollande;Internet;Israël;Judaïsme,2014-03-05 00:00:00,101,44389,1,394,undefined
24021,Jean C.;États-Unis;Géopolitique;Histoire;Ukraine,2014-03-16 00:00:00,36,15832,5,146,undefined
24774,France;Front national;LRPS;Politique;Social,2014-04-17 00:00:00,29,30310,5,156,undefined
24837,États-Unis;France;International;Judaïsme;Russie;Ukraine;Vladimir Poutine,2014-04-20 00:00:00,18,13178,5,71,undefined
24054,Antiracisme;Front national;JMLP;Marine Le Pen;Médias;Politique,2014-03-14 00:00:00,52,36242,2,169,undefined
24174,France;International;Manuel Valls;Médias;Politique;Syrie,2014-03-20 00:00:00,18,21719,5,145,undefined
23834,Rédaction E&R;Dieudonné;France;Humour;Médias,2014-03-03 00:00:00,50,77658,4,169,undefined
23564,Agriculture;Écologie;Économie;Mondialisme;Santé;Tradition,2014-02-20 00:00:00,28,11657,5,125,undefined
24293,Diego Fusaro;Économie;Histoire;Italie;LRPS;Philosophie;Politique,2014-03-25 00:00:00,9,11205,5,75,undefined
24947,Culture;Justice & Droit;Médias;People;Société,2014-04-26 00:00:00,87,53936,5,205,undefined
23506,Histoire;LRPS;Mariage homosexuel;Politique;Société,2014-02-18 00:00:00,20,11892,5,73,E&R RhôneundefinedAlpes
23719,Éducation;Internet;Sexualité;Social;Société,2014-02-27 00:00:00,142,56050,2,196,undefined
23986,Économie;France;Géopolitique;Médias;Mondialisme;Russie,2014-03-12 00:00:00,169,149676,5,496,undefined
23604,Éducation;France;Justice & Droit;Pédocriminalité;Sexualité;Société,2014-02-21 00:00:00,64,36376,2,177,E&R Lorraine
24273,Désinformation;France;Humour;LRPS;Médias;People;Politique,2014-03-24 00:00:00,23,33359,5,148,undefined
23548,Antiracisme;France;François Hollande;Humour;Politique,2014-02-19 00:00:00,56,30645,2,161,undefined
24345,Romain R.;France;Histoire;Sexualité;Société,2014-03-27 00:00:00,50,34244,4,85,undefined
24872,France;Humour;Médias;Politique,2014-04-22 00:00:00,26,31651,5,197,undefined
24018,Centrafrique;Dieudonné;France;Immigration;International;Israël;Médias;Mondialisme;Politique;Société,2014-03-12 00:00:00,33,63400,5,207,undefined
24853,Centrafrique;Défense;International;Union européenne,2014-04-22 00:00:00,10,3837,5,28,undefined
24698,Cinéma;Communautés;Culture;France;Judaïsme;Médias;Politique,2014-04-14 00:00:00,42,31671,5,172,undefined
24124,911;Désinformation;Extrême gauche;France;Médias;Politique,2014-03-18 00:00:00,31,28579,5,164,undefined
23413,Communautés;Florian Philippot;France;Israël;Manuel Valls;Politique;Sionisme,2014-02-14 00:00:00,57,40833,5,256,undefined
24277,Karl Peyrade;États-Unis;France;Géopolitique;Islam;OTAN;Russie,2014-03-26 00:00:00,41,34883,5,239,undefined
24481,Félix Niesche;France;Manuel Valls;Politique,2014-04-03 00:00:00,43,24846,5,236,undefined
24067,BHL;Culture;Florian Philippot;France;François Hollande;Front national;International;Mélenchon;Justice & Droit;LRPS;Mariage homosexuel;Politique;Social;Ukraine,2014-03-14 00:00:00,69,95584,5,737,undefined
24449,Communautés;Dieudonné;France;Judaïsme;Quenelle;Sionisme,2014-04-01 00:00:00,68,50250,5,169,undefined
24254,Christianisme;France;Judaïsme;Médias;Politique;Religion;Sionisme,2014-03-24 00:00:00,32,37390,5,148,undefined
24728,France;François Hollande;Manuel Valls;Médias;Sexualité;Social;Société,2014-04-15 00:00:00,87,89687,5,616,undefined
23730,Éducation;France;Mondialisme;Santé;Union européenne,2014-02-27 00:00:00,33,8780,4,47,undefined
24843,France;François Hollande;International;Israël;LRPS;Palestine;Syrie,2014-04-21 00:00:00,67,20345,5,282,E&R
23478,Antifa;Dieudonné;Liberté d’expression;Politique,2014-02-19 00:00:00,71,20344,5,221,undefined
21600,Rédaction E&R;Économie;France;Services publics;Social,2014-02-17 00:00:00,23,31842,4,82,E&R
23759,Communautés;Dieudonné;Économie;Éducation;Forces de l’ordre;François Hollande;Médias;Politique;Social,2014-03-01 00:00:00,160,107468,5,1004,undefined
24945,Économie;États-Unis;France;International;LRPS;Manuel Valls;Traité transatlantique,2014-04-26 00:00:00,29,11548,2,65,undefined
23968,Antiracisme;Christianisme;Communautés;France;Laïcité;Mariage homosexuel;Médias;Politique;Sexualité;Société,2014-03-10 00:00:00,37,84823,5,216,undefined
24831,Humour;International;Politique,2014-04-20 00:00:00,38,42356,5,205,undefined
24536,Humour;Zéon,2014-04-06 00:00:00,30,52182,5,243,undefined
24407,Humour;Politique;Société,2014-03-30 00:00:00,39,44149,5,257,undefined
23803,Humour;Zéon,2014-03-02 00:00:00,21,36484,5,235,undefined
24089,Humour;Zéon,2014-03-16 00:00:00,27,41031,5,251,undefined
23473,Humour;Zéon,2014-02-16 00:00:00,36,38750,5,214,undefined
24387,France;Médias;Politique;Social;Société;Théorie du genre,2014-03-29 00:00:00,95,89600,5,586,undefined
17795,Rédaction E&R;États-Unis;Forces de l’ordre;International;Internet;Islam;Justice & Droit;Médias;Renseignement;Russie,2014-04-15 00:00:00,107,42678,5,245,undefined
24826,Extrême gauche;France;Justice & Droit;LRPS;Politique,2014-04-20 00:00:00,38,61964,4,131,Faits & Documents
24691,Humour;Zéon,2014-04-13 00:00:00,38,38034,5,229,undefined
23629,Humour;Zéon,2014-02-23 00:00:00,22,42518,5,245,undefined
24250,Agriculture;BHL;Communautés;Dieudonné;François Hollande;Humour;Manuel Valls;Politique;Seconde Guerre mondiale;Théorie du genre;Ukraine,2014-03-23 00:00:00,24,50252,5,259,undefined
23956,Barack Obama;BHL;Communautés;États-Unis;France;François Hollande;International;Judaïsme;Manuel Valls;Russie;Ukraine,2014-03-09 00:00:00,45,41397,5,241,undefined
22993,Avortement;Féminisme;France;François Hollande;Humour;Politique;Quenelle;Ukraine,2014-01-26 00:00:00,26,47946,5,250,undefined
23213,Éducation;Franc-maçonnerie;France;Laïcité;LRPS;Politique;Religion,2014-02-04 00:00:00,77,81365,5,341,undefined
23167,Féminisme;Médias;Politique,2014-02-03 00:00:00,61,45558,5,258,undefined
23240,Rédaction E&R;Afrique;Défense;Espagne;États-Unis;International;Italie;Libye;Soudan,2014-02-06 00:00:00,7,4571,2,37,undefined
23081,Éducation;Espagne;Société;Sport,2014-01-31 00:00:00,53,14874,1,128,es.eurosport.yahoo.com
23304,Félix Niesche;Agriculture;Humour;Sport,2014-02-08 00:00:00,24,10315,5,77,undefined
23068,États-Unis;International;Iran;Syrie;Turquie,2014-01-30 00:00:00,13,8158,4,45,undefined
23156,Gilad Atzmon;Antiracisme;Dieudonné;Humour;Immigration;Judaïsme;Politique,2014-02-02 00:00:00,37,39097,5,378,gilad.co.uk
23108,Rédaction E&R;Éric Zemmour;France;Justice & Droit;Laïcité;Persécutions !;Société,2014-01-31 00:00:00,109,51377,2,271,undefined
22854,France;François Hollande;Géopolitique;Islam;Mélenchon;Manuel Valls;Syrie,2014-01-21 00:00:00,45,12697,5,119,undefined
23219,Afghanistan;Défense;États-Unis;International;Irak,2014-02-05 00:00:00,50,23691,2,110,undefined
23324,France;Immigration;JMLP;Médias;Mondialisme;Nationalisme;Politique;Suisse,2014-02-09 00:00:00,101,23042,5,283,undefined
22972,Max Lévy;Belgique;Justice & Droit;Médias;Pédocriminalité;Politique,2014-01-25 00:00:00,53,34714,5,488,undefined
23272,Bosnie-Herzégovine;Économie;International,2014-02-07 00:00:00,61,22781,5,147,undefined
23333,Antifa;France;Politique,2014-02-09 00:00:00,80,38101,2,398,undefined
23121,Damien Viguier;France;International;Justice & Droit;Syrie,2014-01-31 00:00:00,38,12539,1,159,undefined
23094,Antiracisme;Caroline Fourest;Médias,2014-01-30 00:00:00,85,55985,5,306,undefined
22872,Chili;International;Israël;Judaïsme;Palestine;Sionisme;Sport,2014-01-22 00:00:00,100,86849,5,458,undefined
23317,Antifa;Extrême gauche;Forces de l’ordre;Front national;LRPS;Politique,2014-02-09 00:00:00,196,53040,2,384,undefined
22931,Allemagne;Centrafrique;Défense;France;International;Mali,2014-01-25 00:00:00,17,5474,2,42,undefined
23251,Anne Lucken;Cinéma;Culture;Éducation;Féminisme;Société;Théorie du genre,2014-02-06 00:00:00,70,28979,5,213,undefined
23269,Géopolitique;Politique;Russie;Ukraine;Union européenne,2014-02-07 00:00:00,16,9265,5,66,undefined
23053,Cinéma;Communautés;France;Histoire;Israël;Palestine;Seconde Guerre mondiale,2014-01-29 00:00:00,29,28666,5,200,undefined
23181,Communautés;Dieudonné;France;Israël;Judaïsme;Médias;Politique;Royaume-Uni;Sionisme,2014-02-03 00:00:00,21,32440,5,196,undefined
22957,Communautés;Dieudonné;Humour;Judaïsme;Liberté d’expression;Médias;Sionisme,2014-01-25 00:00:00,60,70915,5,284,undefined
23139,911;Désinformation;États-Unis;Médias,2014-02-01 00:00:00,21,26302,5,100,undefined
23037,Caroline Fourest;Féminisme;France;Médias,2014-01-28 00:00:00,61,56810,1,337,undefined
21975,Éducation;France;Pédocriminalité;Sexualité;Théorie du genre,2014-01-29 00:00:00,143,104783,2,280,undefined
20326,Félix Niesche;Défense;Opinions;Quenelle,2013-09-22 00:00:00,5,11171,5,70,Le petit Quimonte illustré 
22857,Dieudonné;Éric Naulleau;Liberté d’expression;Médias;Seconde Guerre mondiale,2014-01-22 00:00:00,118,98741,5,338,undefined
23311,Dieudonné;France;Humour;Médias;Politique,2014-02-08 00:00:00,39,39903,5,409,undefined
22799,Humour;Zéon,2014-01-19 00:00:00,36,43210,5,255,undefined
22172,Humour,2013-12-22 00:00:00,36,55725,5,244,undefined
23337,Communautés;Éducation;France;Sexualité;Société;Théorie du genre,2014-02-10 00:00:00,27,24128,3,77,undefined
22010,Humour;Zéon,2013-12-15 00:00:00,35,38029,5,205,undefined
22299,Humour,2013-12-30 00:00:00,21,40730,5,206,undefined
23320,Communautés;Franc-maçonnerie;France;Humour;Liberté d’expression;Manuel Valls;Pédocriminalité;Politique,2014-02-09 00:00:00,46,38958,5,286,undefined
22641,Humour;Zéon,2014-01-12 00:00:00,34,56117,5,322,undefined
22453,Humour;Zéon,2014-01-05 00:00:00,44,43326,5,260,undefined
23153,Humour;Zéon,2014-02-02 00:00:00,27,40295,5,288,undefined
21852,Antifa;Banques;Dieudonné;Féminisme;France;Humour;Mélenchon;Manuel Valls;Politique,2013-12-08 00:00:00,54,51981,5,261,undefined
41125,Péria;Allemagne;France;Histoire;Philosophie;Politique,2016-08-29 00:00:00,27,16276,5,62,Atelier E&R
